Rank	Name	Rating	Year
87	Igor Khenkin	2621	1994
88	Vladimir Tukmakov	2620	1994
89	Andrei Kharlov	2620	1994
90	Larry Christiansen	2620	1994
91	Sergey Gorelov	2620	1994
92	Paul Van der Sterren	2618	1994
93	Konstantin Sakaev	2618	1994
94	Igor Stohl	2618	1994
95	Simen Agdestein	2618	1994
96	Christopher Lutz	2617	1994
97	Julian Hodgson	2616	1994
98	Ye Jiangchuan	2615	1994
99	Sergey Ionov	2615	1994
100	Vidmantas Malisauskas	2615	1994
1	Garry Kasparov	2853	1995
2	Anatoly Karpov	2807	1995
3	Viswanathan Anand	2796	1995
4	Vassily Ivanchuk	2781	1995
5	Valery Salov	2776	1995
6	Gata Kamsky	2768	1995
7	Vladimir Kramnik	2764	1995
8	Alexei Shirov	2746	1995
9	Boris Gelfand	2732	1995
10	Artur Jussupow	2714	1995
11	Evgeny Bareev	2709	1995
12	Nigel Short	2707	1995
13	Predrag Nikolic	2702	1995
14	Ivan Sokolov	2701	1995
15	Michael Adams	2700	1995
16	Joel Lautier	2695	1995
17	Alexey Dreev	2693	1995
18	Vladimir Epishin	2693	1995
19	Veselin Topalov	2688	1995
20	Jeroen Piket	2687	1995
21	Judit Polgar	2687	1995
22	Sergei Tiviakov	2686	1995
23	Vladimir Akopian	2685	1995
24	Alexander Beliavsky	2684	1995
25	Jaan Ehlvest	2683	1995
26	Rafael Vaganian	2682	1995
27	Jan Timman	2677	1995
28	Lembit Oll	2675	1995
29	Viktor Korchnoi	2674	1995
30	Ilia Smirin	2674	1995
31	Alexander Khalifman	2669	1995
32	Sergey Dolmatov	2668	1995
33	Boris Gulko	2667	1995
34	Alexey Vyzmanavin	2666	1995
35	Jonathan Speelman	2664	1995
36	Robert Hübner	2664	1995
37	Vadim Zvjaginsev	2661	1995
38	Kiril Georgiev	2661	1995
39	Leonid Yudasin	2659	1995
40	Alexander Morozevich	2658	1995
41	Oleg Romanishin	2656	1995
42	Alexander Huzman	2655	1995
43	Alexander Chernin	2655	1995
44	Vladimir Malaniuk	2655	1995
45	Peter Svidler	2654	1995
46	Ljubomir Ljubojevic	2650	1995
47	Miguel Illescas Cordoba	2650	1995
48	Zurab Azmaiparashvili	2649	1995
49	Gregory Kaidanov	2649	1995
50	Boris Alterman	2648	1995
51	Lev Psakhis	2647	1995
52	Eduardas Rozentalis	2647	1995
53	Ulf Andersson	2646	1995
54	Yasser Seirawan	2646	1995
55	Curt Hansen	2646	1995
56	Vladimir Tukmakov	2646	1995
57	Michal Krasenkow	2645	1995
58	Mikhail Gurevich	2645	1995
59	Smbat Lputian	2643	1995
60	Alexander Graf	2642	1995
61	Lajos Portisch	2642	1995
62	Sergei Rublevsky	2641	1995
63	John Nunn	2640	1995
64	Evgeny Pigusov	2638	1995
65	Alex Yermolinsky	2637	1995
66	Joel Benjamin	2636	1995
67	Gerald Hertneck	2633	1995
68	Grigory Serper	2632	1995
69	Alexander Goldin	2632	1995
70	Ferdinand Hellers	2631	1995
71	Alon Greenfeld	2631	1995
72	Zoltán Ribli	2630	1995
73	Evgeny Sveshnikov	2629	1995
74	Yury Razuvaev	2629	1995
75	Gennady Kuzmin	2629	1995
76	Viacheslav Eingorn	2628	1995
77	Eric Lobron	2628	1995
78	Yona Kosashvili	2628	1995
79	Anthony Miles	2627	1995
80	Loek van Wely	2627	1995
81	Julio Granda Zuñiga	2626	1995
82	Igor Glek	2626	1995
83	Vladislav Tkachiev	2625	1995
84	Ye Jiangchuan	2625	1995
85	Vladislav Borovikov	2624	1995
86	Iván Morovic Fernández	2624	1995
87	Zdenko Koul	2624	1995
88	Lubomír Ftácnik	2624	1995
89	Zoltan Almasi	2624	1995
90	Stanislav Savchenko	2622	1995
91	Valery Neverov	2622	1995
92	Ognjen Cvitan	2622	1995
93	Edvins Kengis	2621	1995
94	Jóhann Hjartarson	2621	1995
95	Vitaly Tseshkovsky	2620	1995
96	Andrei Kharlov	2620	1995
97	Andrey Sokolov	2620	1995
98	Xu Jun	2620	1995
99	Julian Hodgson	2619	1995
100	Anatoli Vaisser	2619	1995
1	Garry Kasparov	2831	1996
2	Anatoly Karpov	2815	1996
3	Viswanathan Anand	2800	1996
4	Vladimir Kramnik	2788	1996
5	Vassily Ivanchuk	2784	1996
6	Gata Kamsky	2776	1996
7	Alexei Shirov	2737	1996
8	Valery Salov	2735	1996
9	Boris Gelfand	2725	1996
10	Veselin Topalov	2717	1996
11	Alexey Dreev	2714	1996
12	Evgeny Bareev	2712	1996
13	Judit Polgar	2710	1996
14	Ivan Sokolov	2705	1996
15	Alexander Khalifman	2696	1996
16	Vladimir Epishin	2694	1996
17	Peter Svidler	2693	1996
18	Michael Adams	2691	1996
19	Viktor Korchnoi	2686	1996
20	Jaan Ehlvest	2685	1996
21	Artur Jussupow	2684	1996
22	Predrag Nikolic	2682	1996
23	Nigel Short	2677	1996
24	Sergei Tiviakov	2675	1996
25	Jonathan Speelman	2675	1996
26	Lembit Oll	2674	1996
27	Yasser Seirawan	2674	1996
28	Vladimir Akopian	2673	1996
29	Sergei Rublevsky	2671	1996
30	Ilia Smirin	2668	1996
31	Joel Lautier	2666	1996
32	Alexander Beliavsky	2666	1996
33	Leonid Yudasin	2666	1996
34	Alexander Morozevich	2665	1996
35	Miguel Illescas Cordoba	2663	1996
36	Ulf Andersson	2662	1996
37	Michal Krasenkow	2659	1996
38	Vladimir Malaniuk	2659	1996
39	Boris Gulko	2658	1996
40	Alexander Huzman	2657	1996
41	Alexander Chernin	2656	1996
42	Zoltan Almasi	2656	1996
43	Alexey Vyzmanavin	2655	1996
44	Vladimir Tukmakov	2654	1996
45	Robert Hübner	2654	1996
46	Kiril Georgiev	2654	1996
47	Vadim Zvjaginsev	2652	1996
48	Igor Glek	2651	1996
49	Andrei Kharlov	2650	1996
50	Yona Kosashvili	2649	1996
51	Lev Psakhis	2647	1996
52	Zbynek Hracek	2646	1996
53	Jan Timman	2646	1996
54	Anthony Miles	2645	1996
55	Jeroen Piket	2643	1996
56	Yury Razuvaev	2641	1996
57	Oleg Romanishin	2637	1996
58	Sergey Dolmatov	2636	1996
59	Andrey Sokolov	2635	1996
60	Curt Hansen	2635	1996
61	Vasilios Kotronias	2634	1996
62	Julio Granda Zuñiga	2633	1996
63	Alexander Onischuk	2633	1996
64	Viacheslav Eingorn	2633	1996
65	Peter Leko	2633	1996
66	Ashot Anastasian	2633	1996
67	Zurab Azmaiparashvili	2633	1996
68	Lubomír Ftácnik	2632	1996
69	Ferdinand Hellers	2632	1996
70	John Nunn	2632	1996
71	Rafael Vaganian	2632	1996
72	Stanislav Savchenko	2631	1996
73	Eduardas Rozentalis	2631	1996
74	Julian Hodgson	2631	1996
75	Giorgi Giorgadze	2630	1996
76	Zdenko Koul	2630	1996
77	Yehuda Gruenfeld	2630	1996
78	Evgeny Sveshnikov	2629	1996
79	Smbat Lputian	2628	1996
80	Lajos Portisch	2628	1996
81	Ljubomir Ljubojevic	2627	1996
82	Jóhann Hjartarson	2627	1996
83	Konstantin Sakaev	2627	1996
84	Igor Novikov	2627	1996
85	Zoltán Ribli	2626	1996
86	Dimitri Komarov	2626	1996
87	Boris Alterman	2626	1996
88	Bogdan Lalic	2625	1996
89	Utut Adianto	2624	1996
90	Anatoli Vaisser	2624	1996
91	Evgeny Pigusov	2624	1996
92	Vladislav Tkachiev	2624	1996
93	Matthew Sadler	2623	1996
94	Alex Yermolinsky	2620	1996
95	Iván Morovic Fernández	2619	1996
96	Xu Jun	2619	1996
97	Margeir Pétursson	2619	1996
98	Sergei Movsesian	2618	1996
99	Gregory Kaidanov	2617	1996
100	Vadim Milov	2617	1996
1	Garry Kasparov	2850	1997
2	Viswanathan Anand	2810	1997
3	Anatoly Karpov	2795	1997
4	Vladimir Kramnik	2794	1997
5	Vassily Ivanchuk	2784	1997
6	Veselin Topalov	2762	1997
7	Gata Kamsky	2757	1997
8	Alexei Shirov	2734	1997
9	Boris Gelfand	2726	1997
10	Alexey Dreev	2719	1997
11	Evgeny Bareev	2714	1997
12	Nigel Short	2711	1997
13	Valery Salov	2709	1997
14	Sergei Rublevsky	2694	1997
15	Ulf Andersson	2691	1997
16	Predrag Nikolic	2691	1997
17	Judit Polgar	2691	1997
18	Alexander Khalifman	2690	1997
19	Alexander Beliavsky	2690	1997
20	Michael Adams	2689	1997
21	Vladimir Akopian	2686	1997
22	Peter Svidler	2686	1997
23	Jaan Ehlvest	2685	1997
24	Joel Lautier	2684	1997
25	Artur Jussupow	2683	1997
26	Ivan Sokolov	2682	1997
27	Yasser Seirawan	2680	1997
28	Jonathan Speelman	2671	1997
29	Kiril Georgiev	2671	1997
30	Viktor Korchnoi	2670	1997
31	Sergei Tiviakov	2669	1997
32	Miguel Illescas Cordoba	2664	1997
33	Zoltan Almasi	2664	1997
34	Zbynek Hracek	2663	1997
35	Eduardas Rozentalis	2663	1997
36	Alexander Chernin	2659	1997
37	Lembit Oll	2659	1997
38	Jan Timman	2659	1997
39	Jeroen Piket	2656	1997
40	Vladimir Malaniuk	2656	1997
41	Peter Leko	2655	1997
42	Alex Yermolinsky	2651	1997
43	Matthew Sadler	2650	1997
44	Michal Krasenkow	2650	1997
45	Vladislav Tkachiev	2650	1997
46	Boris Gulko	2650	1997
47	John Nunn	2650	1997
48	Zurab Azmaiparashvili	2649	1997
49	Vladimir Epishin	2649	1997
50	Vadim Zvjaginsev	2649	1997
51	Julio Granda Zuñiga	2648	1997
52	Viacheslav Eingorn	2648	1997
53	Leonid Yudasin	2646	1997
54	Aleksej Aleksandrov	2646	1997
55	Loek van Wely	2644	1997
56	Lajos Portisch	2643	1997
57	Alexander Morozevich	2641	1997
58	Mikhail Gurevich	2641	1997
59	Curt Hansen	2639	1997
60	Alexander Huzman	2639	1997
61	Lev Psakhis	2638	1997
62	Zdenko Koul	2637	1997
63	Robert Hübner	2636	1997
64	Giorgi Giorgadze	2636	1997
65	Lubomír Ftácnik	2635	1997
66	Semen Dvoiris	2634	1997
67	Alexander Onischuk	2633	1997
68	Sergei Movsesian	2631	1997
69	Dimitri Komarov	2631	1997
70	Oleg Korneev	2631	1997
71	Stanislav Savchenko	2630	1997
72	Eugenio Torre	2630	1997
73	Utut Adianto	2630	1997
74	Konstantin Sakaev	2629	1997
75	Yuri Yakovich	2628	1997
76	Ilia Smirin	2626	1997
77	Igor Glek	2626	1997
78	Gregory Kaidanov	2623	1997
79	Boris Alterman	2623	1997
80	Rafael Vaganian	2622	1997
81	Emil Sutovsky	2622	1997
82	Vladimir Tukmakov	2622	1997
83	Igor Novikov	2622	1997
84	Bogdan Lalic	2619	1997
85	Ian Rogers	2618	1997
86	Anthony Miles	2617	1997
87	Smbat Lputian	2616	1997
88	Rustem Dautov	2615	1997
89	Yury Razuvaev	2615	1997
90	Vasilios Kotronias	2615	1997
91	Zurab Sturua	2614	1997
92	Jóhann Hjartarson	2614	1997
93	Vasil Spasov	2614	1997
94	Saidali Iuldachev	2614	1997
95	Oleg Romanishin	2612	1997
96	Margeir Pétursson	2612	1997
97	Anatoli Vaisser	2612	1997
98	Alexey Vyzmanavin	2612	1997
99	Georgy Timoshenko	2611	1997
100	Aleksander Wojtkiewicz	2611	1997
1	Garry Kasparov	2861	1998
2	Viswanathan Anand	2830	1998
3	Vladimir Kramnik	2815	1998
4	Vassily Ivanchuk	2775	1998
5	Anatoly Karpov	2767	1998
6	Veselin Topalov	2765	1998
7	Gata Kamsky	2732	1998
8	Alexei Shirov	2729	1998
9	Evgeny Bareev	2722	1998
10	Peter Svidler	2722	1998
11	Boris Gelfand	2722	1998
12	Michael Adams	2716	1998
13	Sergei Rublevsky	2714	1998
14	Nigel Short	2712	1998
15	Valery Salov	2702	1998
16	Alexey Dreev	2700	1998
17	Alexander Beliavsky	2700	1998
18	Alexander Khalifman	2698	1998
19	Judit Polgar	2693	1998
20	Michal Krasenkow	2690	1998
21	Vladimir Akopian	2685	1998
22	Kiril Georgiev	2685	1998
23	Ivan Sokolov	2681	1998
24	Sergei Tiviakov	2680	1998
25	Joel Lautier	2678	1998
26	Matthew Sadler	2677	1998
27	Peter Leko	2676	1998
28	Zoltan Almasi	2675	1998
29	Predrag Nikolic	2673	1998
30	Vadim Zvjaginsev	2673	1998
31	Lembit Oll	2672	1998
32	Ulf Andersson	2671	1998
33	Artur Jussupow	2670	1998
34	Jaan Ehlvest	2667	1998
35	Alex Yermolinsky	2665	1998
36	Viktor Korchnoi	2662	1998
37	Alexander Chernin	2662	1998
38	Jan Timman	2657	1998
39	Alexander Onischuk	2656	1998
40	Konstantin Sakaev	2656	1998
